,b,epsp,alpha,Ec,Ev,Dn,Dp,gc,gv,N0,DIinf,EAI,Plim,inverted,dE,gcE,EcE,bE,epsE,DE,dH,gvH,EvH,bH,epsH,DH,tn,tp,vnE,vpE,vnH,vpH,ion_vmpp
509,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,1e+23,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,1.0,0.01,0.7349999999999997
512,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-08,0.01,0.01,0.01,1.0,0.9300000000000004
513,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,1.0,0.01,0.8700000000000003
514,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,1.0,0.01,0.8849999999999993
515,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-08,3.0,1e-05,1e-08,1e-08,0.01,0.01,0.01,1.0,0.9150000000000007
516,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,1.0,1.0,0.8850000000000008
519,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,1.0,1.0,0.8802037679094398
520,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-08,0.01,0.01,0.01,0.01,1.0049999999999994
529,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-08,0.01,0.01,1.0,1.0,0.8100000000000002
530,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-08,1e-08,0.01,0.01,1.0,1.0,0.825
539,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,0.01,1.0,0.9711833814075205
541,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,0.01,0.01,0.9711833814081781
542,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,1.0,0.01,0.01,0.99
544,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,1.0,0.01,0.7500000000000004
545,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+22,1e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-08,0.01,1.0,0.01,1.0,0.9899999999999999
547,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,1.0,0.01,0.7499999999999998
549,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,1.0,1.0,0.735
550,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,1.0,1.0,0.7499999999999998
552,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+22,1e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,1.0,1.0,1.159673547144268
553,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-08,0.01,1.0,0.01,0.01,0.8699999999999991
556,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-08,0.01,1.0,0.01,1.0,1.005
559,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-08,0.01,1.0,0.01,1.0,0.8850000000000003
560,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-08,0.01,1.0,1.0,1.0,0.9206842371089853
561,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,0.01,0.01,1.0350000000000001
565,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-08,1e-08,0.01,1.0,1.0,0.01,0.8850000000000001
568,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-08,0.01,1.0,1.0,0.01,1.0199999999999996
569,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,0.01,1.0,0.8400000000000001
570,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,0.01,1.0,0.8700000000000003
571,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-08,10.0,1e-05,1e-08,1e-08,0.01,1.0,1.0,0.01,1.005
575,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,1.0,5e+21,1e+24,-4.0,1e-07,10.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,1.0,0.01,0.01,0.01,0.8400000000000009
576,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,1.0,0.01,0.8099999999999999
577,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,1e-05,5e+22,1e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-08,1.0,0.01,0.01,1.0,0.9450000000000002
579,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,1.0,0.01,0.8100000000000006
580,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,1e-05,5e+22,1e+24,-5.25,1e-07,3.0,1e-05,1e-08,1e-08,1.0,0.01,0.01,0.01,0.9600000000000006
581,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,1.0,1.0,0.7950000000000002
582,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,1.0,1.0,0.7950000000000002
591,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-08,1.0,0.01,0.01,1.0,0.9206842371087204
592,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-08,1e-08,1.0,0.01,1.0,1.0,0.9000000000000001
593,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,0.01,0.01,0.7950000000000003
596,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+22,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,0.01,1.0,0.7950000000000003
601,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,0.01,1.0,1.0950000000000004
604,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,1e-05,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,1.0,0.01,0.01,1.11
609,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,1.0,0.01,0.9362714482151162
610,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,1.0,0.01,0.936271448216035
612,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,1.0,1.0,0.8999999999999994
615,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,1.0,1.0,0.9000000000000001
616,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,0.01,0.01,1.12040459238055
619,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,0.01,0.01,1.0950000000000004
621,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,0.01,1.0,1.0950000000000004
624,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+22,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,0.01,1.005
626,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,1.0,1.0,0.8700000000000003
628,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,1.0,0.01,0.8699999999999996
629,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1e-07,0.3,1e+28,1.0,5e+21,1e+24,-3.9,1e-08,3.0,1e-05,5e+22,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,1.0,0.9750000000000004
631,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-08,1.0,1.0,1.0,0.01,0.8549999999999999
632,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,1.0,1.0650000000000006
635,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,1.0,1.036822474748718
637,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,0.01,1.0368224747486503
638,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+26,0.0,5e+22,9.999999999999999e+24,-4.0,1e-07,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-07,0.01,0.01,0.01,0.01,1.0650000000000006
640,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,1.0,0.01,0.7349999999999994
641,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,1.0,1.0199999999999998
643,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,1.0,0.01,0.705
644,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,0.01,1.040547201522001
646,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,1.0,1.0,0.7199999999999998
647,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,3.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,0.01,1.0199999999999998
648,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,1.0,1.0,0.9749999999999999
649,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,0.01,1.056004047631606
651,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+22,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,1.0,1.0,0.9600000000000002
652,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,1.0,1.0864801273670153
655,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,0.01,1.0,1.0649999999999997
656,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+28,1.0,5e+21,9.999999999999999e+24,-3.9,1e-08,10.0,9.999999999999999e-10,5e+21,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-08,1e-07,0.01,0.01,1.0,1.0,0.8400000000000002
657,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,1e+24,9.999999999999999e+24,1e-07,0.5,1e+26,0.0,5e+22,1e+24,-4.0,1e-07,3.0,1e-05,5e+22,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-07,1e-08,1.0,1.0,0.01,0.01,0.8699999999999999
