,b,epsp,alpha,Ec,Ev,Dn,Dp,gc,gv,N0,DIinf,EAI,Plim,inverted,dE,gcE,EcE,bE,epsE,DE,dH,gvH,EvH,bH,epsH,DH,tn,tp,vnE,vpE,vnH,vpH,ion_vmpp
769,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,1e-05,1e-07,1e-08,0.01,0.01,0.01,1.0,0.8699999999999996
771,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-4.0,1e-08,10.0,1e-05,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,0.01,0.7649999999999999
776,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,1.0,0.9450000000000005
779,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,1.0,0.9299999999999999
781,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,0.01,0.9299999999999999
782,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,1.0,0.01,0.9600000000000002
785,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-4.0,1e-08,10.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,0.01,0.01,0.7949999999999995
787,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-08,0.01,0.01,1.0,1.0,0.8099999999999997
789,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-08,0.01,0.01,1.0,0.01,0.8699999999999994
790,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-08,0.01,0.01,1.0,0.01,0.8849999999999999
793,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,0.01,1.0,0.7649999999999997
794,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,0.01,1.0,0.7800000000000002
796,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,0.01,0.01,0.7799999999999995
799,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,1e-05,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,1.0,0.01,0.01,0.7649999999999997
800,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-4.0,1e-08,10.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-07,1e-08,0.01,1.0,0.01,1.0,0.9900000000000005
801,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,1.0,0.01,0.6149999999999991
802,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,1.0,0.01,0.6149999999999998
804,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,1.0,1.0,0.6150000000000005
805,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-4.0,1e-08,10.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-08,10.0,1e-05,1e-07,1e-08,0.01,1.0,0.01,0.01,0.9749999999999994
811,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,3.0,1e-05,1e-07,1e-08,0.01,1.0,0.01,0.01,0.7950000000000004
813,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-07,3.0,1e-05,1e-07,1e-08,0.01,1.0,0.01,1.0,0.7950000000000004
816,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,0.01,0.01,0.6900000000000002
822,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.35,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,0.01,1.0,0.6899999999999994
830,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,0.0001,1e-05,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,1.0,5e+22,1e+24,-4.0,1e-08,10.0,1e-05,5e+21,1e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,1.0,0.01,0.01,0.01,0.7950000000000002
833,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,1.0,0.01,0.9450000000000005
834,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,1.0,0.01,0.9599999999999995
835,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-07,1e-08,1.0,0.01,0.01,1.0,1.0199999999999996
837,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,3.0,1e-05,1e-07,1e-08,1.0,0.01,0.01,0.01,1.005
839,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,1.0,1.0,0.9449999999999997
840,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-08,1.0,0.01,0.01,0.01,1.0500000000000003
841,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,1.0,1.0,0.9450000000000002
845,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-08,1.0,0.01,0.01,1.0,1.0045820714079112
846,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-08,1.0,0.01,0.01,1.0,1.050000000000001
847,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,1.0,0.01,0.9300000000000005
862,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,1e-05,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,1.0,0.01,0.01,0.9299999999999996
864,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,1.0,0.01,0.9899999999999995
867,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,1.0,0.01,0.9899999999999995
870,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,1.0,1.0,0.9149999999999994
873,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-08,1.0,1.0,0.01,0.01,1.0050000000000001
876,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-08,1.0,1.0,0.01,1.0,1.0200000000000005
879,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+21,1e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-08,1.0,1.0,0.01,1.0,1.0050000000000001
880,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,1.0,0.8549999999999991
881,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,0.01,0.01,0.8400000000000001
882,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,0.01,0.01,0.8549999999999998
883,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.5,1e+28,0.0,5e+21,9.999999999999999e+24,-4.0,1e-08,10.0,9.999999999999999e-10,5e+21,1e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,1.0,0.8549999999999999
884,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-07,0.01,0.01,0.01,1.0,0.8550000000000005
888,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,0.01,0.9599999999999995
891,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,0.01,0.9600000000000002
893,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,1.0,0.9599999999999995
894,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,0.0001,0.0001,1e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.3,1e+26,1.0,5e+22,1e+24,-3.9,1e-07,3.0,1e-05,5e+22,9.999999999999999e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-08,1.0,1.0,1.0,1.0,0.9599999999999995
897,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+21,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,1.0,0.01,0.6450000000000002
899,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,0.01,1.0,0.9600000000000002
900,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+21,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,1.0,1.0,0.6599999999999999
901,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,0.01,0.01,0.9599999999999994
902,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,0.01,0.01,0.9749999999999999
905,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,1.0,1.0,0.8549999999999998
908,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,1.0,0.01,0.8700000000000002
911,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,1.0,0.01,0.8550000000000005
912,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,0.01,0.01,0.7949999999999997
913,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,1.0,0.8399999999999994
914,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,1.0,0.8549999999999999
915,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,0.01,0.01,0.78
916,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,10.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,0.01,0.8849999999999993
917,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,0.01,1.0,0.7799999999999992
920,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,0.01,1.0,0.5549999999999998
921,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,0.01,0.9450000000000002
922,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,0.01,0.9599999999999999
924,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,1.0,0.9525492846328943
925,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,1.0,0.01,0.01,0.5400000000000001
